Date,Open,High,Low,Close,Volume
2016-08-03,2008.68,2008.68,1993.0,1994.79,485853000
2016-08-04,2006.08,2006.48,1994.73,2000.03,326514000
2016-08-05,2006.23,2018.16,2004.37,2017.94,289293000
2016-08-08,2025.55,2031.14,2018.81,2031.12,270484000
2016-08-09,2033.52,2046.03,2032.18,2043.78,436716000
2016-08-10,2043.03,2049.36,2039.86,2044.64,331091000
2016-08-11,2042.64,2048.8,2035.25,2048.8,346081000
2016-08-12,2053.82,2060.84,2046.15,2050.47,376489000
2016-08-16,2056.0,2063.09,2047.73,2047.76,374872000
2016-08-17,2045.37,2048.29,2032.53,2043.75,391714000
2016-08-18,2048.15,2056.09,2041.9,2055.47,353080000
2016-08-19,2057.9,2059.3,2049.52,2056.24,392318000
2016-08-22,2054.37,2054.71,2040.51,2042.16,343502000
2016-08-23,2044.27,2051.43,2041.86,2049.93,360414000
2016-08-24,2050.82,2052.74,2039.53,2043.76,285183000
2016-08-25,2041.58,2046.0,2035.01,2042.92,277432000
2016-08-26,2036.74,2039.91,2027.68,2037.5,288184000
2016-08-29,2028.64,2034.63,2024.93,2032.35,316969000
2016-08-30,2038.6,2049.99,2036.76,2039.74,378563000
2016-08-31,2038.58,2041.17,2027.24,2034.65,400952000
2016-09-01,2022.96,2032.72,2016.47,2032.72,300506000
2016-09-02,2033.92,2039.18,2030.17,2038.31,342631000
2016-09-05,2049.19,2061.0,2047.49,2060.08,572966000
2016-09-06,2058.21,2067.77,2057.26,2066.53,462549000
2016-09-07,2068.81,2073.89,2061.88,2061.88,687157000
2016-09-08,2064.96,2070.66,2053.2,2063.73,656653000
2016-09-09,2048.94,2049.3,2029.46,2037.87,392682000
2016-09-12,2003.67,2011.04,1991.47,1991.48,422882000
2016-09-13,2011.93,2013.03,1997.58,1999.36,437424000
2016-09-19,1997.43,2019.45,1997.1,2015.78,434438000
2016-09-20,2014.5,2026.56,2010.25,2025.71,362345000
2016-09-21,2022.81,2035.99,2021.78,2035.99,525096000
2016-09-22,2050.31,2060.26,2048.8,2049.7,447589000
2016-09-23,2053.22,2057.35,2048.96,2054.07,494112000
2016-09-26,2052.76,2060.71,2042.7,2047.11,359615000
2016-09-27,2037.32,2064.89,2031.13,2062.82,664040000
2016-09-28,2062.57,2062.98,2051.68,2053.06,546450000
2016-09-29,2063.74,2072.09,2063.74,2068.72,416168000
2016-09-30,2054.25,2056.33,2042.77,2043.63,326386000
2016-10-04,2056.94,2059.25,2050.46,2054.86,318854000
2016-10-05,2043.37,2056.01,2036.87,2053.0,292345000
2016-10-06,2069.3,2070.43,2055.83,2065.3,337709000
2016-10-07,2065.95,2067.49,2051.6,2053.8,422446000
2016-10-10,2047.19,2058.73,2039.99,2056.82,314895000
2016-10-11,2053.29,2060.78,2030.51,2031.93,343215000
2016-10-12,2022.97,2037.02,2022.39,2033.73,297373000
2016-10-13,2033.99,2035.93,2014.89,2015.44,440255000
2016-10-14,2021.66,2028.76,2021.11,2022.66,458904000
2016-10-17,2028.93,2033.56,2011.81,2027.61,333402000
2016-10-18,2027.81,2040.72,2026.47,2040.43,305931000
2016-10-19,2036.18,2050.51,2035.9,2040.94,321940000
2016-10-20,2044.12,2048.25,2036.54,2040.6,276001000
2016-10-21,2039.4,2040.4,2029.79,2033.0,260354000
2016-10-24,2037.19,2047.74,2036.77,2047.74,252041000
2016-10-25,2042.29,2042.65,2031.25,2037.17,299101000
2016-10-26,2030.37,2030.37,2002.29,2013.89,392402000
2016-10-27,2018.24,2026.33,2015.66,2024.12,298690000
2016-10-28,2021.97,2026.85,2015.72,2019.42,270531000
2016-10-31,2011.29,2016.01,2005.95,2008.19,400664000
2016-11-01,2003.41,2010.51,1990.45,2007.39,321774000
2016-11-02,1995.41,1997.46,1976.34,1978.94,333529000
2016-11-03,1974.93,1988.82,1973.58,1983.8,272728000
2016-11-04,1983.87,1985.29,1976.57,1982.02,227776000
2016-11-07,1997.58,2001.74,1992.14,1997.58,210333000
2016-11-08,2009.56,2010.17,1994.33,2003.38,239579000
2016-11-09,2008.08,2015.23,1931.07,1958.38,709043000
2016-11-10,1989.85,2002.6,1983.26,2002.6,433884000
2016-11-11,1988.87,1994.05,1982.15,1984.43,386856000
2016-11-14,1982.93,1988.65,1974.27,1974.4,352116000
2016-11-15,1977.33,1978.94,1967.21,1967.53,375663000
2016-11-16,1980.82,1985.67,1976.63,1979.65,306499000
2016-11-17,1976.21,1983.87,1968.8,1980.55,272172000
2016-11-18,1983.07,1983.26,1968.13,1974.58,306956000
2016-11-21,1971.03,1976.23,1962.42,1966.05,223512000
2016-11-22,1976.07,1986.82,1974.05,1983.47,231368000
2016-11-23,1987.64,1996.65,1981.22,1987.95,308200000
2016-11-24,1985.11,1988.96,1968.5,1971.26,235443000
2016-11-25,1972.6,1978.45,1969.09,1974.46,201938000
2016-11-28,1976.58,1983.43,1966.78,1978.13,213578000
2016-11-29,1977.1,1982.53,1972.31,1978.39,214565000
2016-11-30,1980.38,1988.44,1977.09,1983.48,233085000
2016-12-01,1987.48,1989.08,1979.67,1983.75,217875000
2016-12-02,1980.14,1981.64,1966.42,1970.61,243181000
2016-12-05,1965.71,1971.24,1960.65,1963.36,237190000
2016-12-06,1976.51,1993.47,1976.51,1989.86,214649000
2016-12-07,1995.69,1997.62,1987.26,1991.89,204410000
2016-12-08,2008.31,2031.07,2007.57,2031.07,239428000
2016-12-09,2024.52,2026.83,2019.79,2024.69,225657000
2016-12-12,2031.95,2031.95,2020.97,2027.24,289804000
2016-12-13,2026.39,2035.99,2023.61,2035.98,383364000
2016-12-14,2043.07,2044.42,2031.18,2036.87,384033000
2016-12-15,2022.14,2040.62,2021.76,2036.65,300190000
2016-12-16,2037.35,2043.6,2033.23,2042.24,289708000
2016-12-19,2039.4,2046.03,2037.04,2038.39,249870000
2016-12-20,2044.87,2047.38,2040.81,2041.94,314221000
2016-12-21,2049.47,2053.46,2037.96,2037.96,284570000
2016-12-22,2041.61,2042.9,2033.99,2035.73,275096000
2016-12-23,2036.17,2037.71,2031.54,2035.9,310882000
2016-12-26,2038.33,2039.76,2034.8,2037.75,366636000
2016-12-27,2040.74,2044.43,2037.12,2042.17,384033000
2016-12-28,2021.86,2029.69,2020.86,2024.49,356590000
2016-12-29,2020.42,2026.57,2016.25,2026.46,264521000
2017-01-02,2022.23,2031.79,2015.68,2026.16,229874000
2017-01-03,2034.31,2044.07,2028.47,2043.97,268127000
2017-01-04,2046.29,2046.29,2040.61,2045.64,371488000
2017-01-05,2045.52,2046.5,2039.49,2041.95,541343000
2017-01-06,2048.11,2051.84,2045.66,2049.12,455350000
